index	Char	Pinyin	Bujian
5266	栩	xǔ	3
5267	梵	fàn	4
5268	梏	gù	4
5269	桴	fú	4
5270	桷	jué	3
5271	梓	zǐ	3
5272	桫	suō	4
5273	棂	líng	4
5274	楮	chǔ	4
5275	棼	fén	5
5276	椟	dú	4
5277	椠	qiàn	4
5278	棹	zhào	5
5279	椤	luó	4
5280	棰	chuí	3
5281	椋	liáng	5
5282	椁	guǒ	5
5283	楗	jiàn	4
5284	棣	dì	3
5285	椐	jū	5
5286	楱	còu	4
5287	椹	shèn	3
5288	楠	nán	6
5289	楂	chá	5
5290	楝	liàn	3
5291	榄	lǎn	5
5292	楫	jí	4
5293	榀	pǐn	5
5294	榘	jǔ	4
5295	楸	qiū	4
5296	椴	duàn	4
5297	槌	chuí	4
5298	榇	chèn	4
5299	榈	lǘ	5
5300	槎	chá	4
5301	榉	jǔ	5
5302	楦	xuàn	6
5303	楣	méi	4
5304	楹	yíng	5
5305	榛	zhēn	4
5306	榧	fěi	4
5307	榻	tà	4
5308	榫	sǔn	4
5309	榭	xiè	4
5310	槔	gāo	5
5311	榱	cuī	5
5312	槁	gǎo	3
5313	槊	shuò	5
5314	槟	bīn	5
5315	榕	róng	4
5316	槠	zhū	5
5317	榍	xiè	5
5318	槿	jǐn	3
5319	樯	qiáng	6
5320	槭	qì	5
5321	樗	chū	5
5322	樘	táng	5
5323	橥	zhū	5
5324	槲	hú	4
5325	橄	gǎn	4
5326	樾	yuè	4
5327	檠	qíng	6
5328	橐	tuó	4
5329	橛	jué	6
5330	檎	qín	7
5331	橹	lǔ	4
5332	樽	zūn	5
5333	樨	xī	5
5334	橘	jú	6
5335	橼	yuán	4
5336	檑	léi	4
5337	檐	yán	6
5338	檩	lǐn	7
5339	檗	bò	5
5340	檫	chá	4
5341	猷	yóu	4
5342	獒	áo	4
5343	殁	mò	3
5344	殂	cú	3
5345	殇	shāng	4
5346	殄	tiǎn	4
5347	殒	yǔn	4
5348	殓	liàn	4
5349	殍	piǎo	4
5350	殚	dān	4
5351	殛	jí	7
5352	殡	bìn	5
5353	殪	yì	5
5354	轫	rèn	3
5355	轭	è	4
5356	轱	gū	4
5357	轲	kē	4
5358	轳	lú	4
5359	轵	zhǐ	4
5360	轶	yì	3
5361	轸	zhěn	4
5362	轷	hū	3
5363	轹	lì	3
5364	轺	yáo	4
5365	轼	shì	4
5366	轾	zhì	3
5367	辁	quán	4
5368	辂	lù	4
5369	辄	zhé	3
5370	辇	niǎn	4
5371	辋	wǎng	5
5372	辍	chuò	6
5373	辎	zī	4
5374	辏	còu	4
5375	辘	lù	3
5376	辚	lín	5
5377	戋	jiān	1
5378	戗	qiāng	4
5379	戛	jiá	3
5380	戟	jǐ	3
5381	戢	jí	4
5382	戡	kān	3
5383	戥	děng	4
5384	戤	gài	5
5385	臧	zāng	3
5386	瓯	ōu	4
5387	瓴	líng	3
5388	瓿	bù	4
5389	甏	bèng	5
5390	甑	zèng	6
5391	甓	pì	5
5392	攴	pū	3
5393	旮	gā	3
5394	旯	lá	3
5395	旰	gàn	3
5396	昊	hào	3
5397	昙	tán	4
5398	杲	gǎo	3
5399	昃	zè	4
5400	昕	xīn	3
5401	昀	yún	4
5402	曷	hé	3
5403	昝	zǎn	4
5404	昴	mǎo	4
5405	昱	yù	3
5406	昶	chǎng	3
5407	昵	nì	4
5408	耆	qí	3
5409	晟	chéng	3
5410	晔	yè	5
5411	晁	cháo	3
5412	晏	yàn	4
5413	晖	huī	4
5414	晡	bū	3
5415	晗	hán	4
5416	晷	guǐ	5
5417	暄	xuān	6
5418	暌	kuí	4
5419	暧	ài	5
5420	暝	míng	6
5421	暾	tūn	6
5422	曛	xūn	4
5423	曜	yào	4
5424	曦	xī	4
5425	曩	nǎng	7
5426	贲	bēn	4
5427	贶	kuàng	4
5428	贻	yí	4
5429	赀	zī	4
5430	赅	gāi	3
5431	赈	zhèn	3
5432	赉	lài	3
5433	赇	qíu	3
5434	赍	jī	3
5435	赕	dǎn	4
5436	赙	fù	4
5437	觇	chān	4
5438	觊	jì	4
5439	觋	xí	5
5440	觌	dí	4
5441	觎	yú	5
5442	觏	gòu	4
5443	觐	jìn	3
5444	觑	qū	4
5445	牮	jiàn	4
5446	犟	jiàng	5
5447	牝	pìn	3
5448	牦	máo	3
5449	牯	gǔ	4
5450	牾	wǔ	4
5451	牿	gù	4
5452	犄	jī	5
5453	犋	jù	4
5454	犏	piān	2
5455	犒	kào	3
5456	挈	qiè	4
5457	挲	sā	4
5458	掰	bāi	5
5459	搿	gé	6
5460	擘	bò	5
5461	耄	mào	3
5462	毪	mú	4
5463	毳	cuì	4
5464	毽	jiàn	4
5465	毵	sān	5
5466	毹	shū	5
5467	氅	chǎng	5
5468	氇	lu	4
5469	氆	pǔ	5
5470	氍	qú	5
5471	氕	piē	3
5472	氘	dāo	3
5473	氙	xiān	3
5474	氚	chuān	3
5475	氡	dōng	4
5476	氩	yà	3
5477	氤	yīn	4
5478	氪	kè	5
5479	氲	yūn	4
5480	敕	chì	3
5481	敫	jiǎo	4
5482	牍	dú	4
5483	牒	dié	4
5484	牖	yǒu	4
5485	爰	yuán	3
5486	虢	guó	4
5487	刖	yuè	3
5488	肟	wò	4
5489	肜	róng	3
5490	肓	huāng	3
5491	肼	jǐng	3
5492	朊	ruǎn	4
5493	肽	tài	3
5494	肱	gōng	4
5495	肫	zhūn	3
5496	肭	nà	3
5497	肴	yáo	4
5498	肷	qiǎn	3
5499	胧	lóng	3
5500	胨	dòng	3
5501	胩	kǎ	4
5502	胪	lú	4
5503	胛	jiǎ	3
5504	胂	shèn	3
5505	胄	zhòu	3
5506	胙	zuò	3
5507	胍	guā	3
5508	胗	zhēn	4
5509	朐	qú	4
5510	胫	jìng	4
5511	胱	guāng	3
5512	胴	dòng	5
5513	胭	yān	4
5514	脍	kuài	5
5515	脎	sà	4
5516	胲	hǎi	3
5517	胼	pián	3
5518	朕	zhèn	4
5519	脒	mǐ	3
5520	豚	tún	3
5521	脶	luó	4
5522	脞	cuǒ	5
5523	脬	pāo	4
5524	脘	wǎn	5
5525	脲	niào	4
5526	腈	jīng	3
5527	腌	yān	4
5528	腓	féi	3
5529	腴	yú	3
5530	腙	zōng	4
5531	腚	dìng	4
5532	腱	jiàn	4
5533	腠	còu	4
5534	腩	nǎn	6
5535	腼	miǎn	3
5536	腽	wà	4
5537	腭	è	6
5538	腧	shù	5
5539	塍	chéng	4
5540	媵	yìng	4
5541	膈	gé	3
5542	膂	lǚ	5
5543	膑	bìn	5
5544	滕	téng	4
5545	膣	zhì	4
5546	膪	chuài	5
5547	臌	gǔ	3
5548	朦	méng	5
5549	臊	sāo	6
5550	膻	shān	8
5551	臁	lián	4
5552	膦	lìn	5
5553	欤	yú	4
5554	欷	xī	5
5555	欹	yī	5
5556	歃	shà	4
5557	歆	xīn	3
5558	歙	shè	6
5559	飑	biāo	4
5560	飒	sà	3
5561	飓	jù	4
5562	飕	sōu	4
5563	飙	biāo	5
5564	飚	biāo	5
5565	殳	shū	3
5566	彀	gòu	6
5567	毂	gū	5
5568	觳	hú	6
5569	斐	fěi	3
5570	齑	jī	5
5571	斓	lán	4
5572	於	wū	4
5573	旆	pèi	4
5574	旄	máo	4
5575	旃	zhān	4
5576	旌	jīng	4
5577	旎	nǐ	5
5578	旒	líu	4
5579	旖	yǐ	6
5580	炀	yáng	3
5581	炜	wěi	3
5582	炖	dùn	3
5583	炝	qiàng	4
5584	炻	shí	3
5585	烀	hū	3
5586	炷	zhù	3
5587	炫	xuàn	3
5588	炱	tái	4
5589	烨	yè	5
5590	烊	yáng	3
5591	焐	wù	4
5592	焓	hán	4
5593	焖	mèn	4
5594	焯	chāo	5
5595	焱	yàn	4
5596	煳	hú	5
5597	煜	yù	4
5598	煨	wēi	4
5599	煅	duàn	4
5600	煲	bāo	5
5601	煊	xuān	6
5602	煸	biān	2
5603	煺	tuì	4
5604	熘	liū	5
5605	熳	màn	5
5606	熵	shāng	5
5607	熨	yùn	5
5608	熠	yì	4
5609	燠	yù	5
5610	燔	fán	4
5611	燧	suì	6
5612	燹	xiǎn	4
5613	爝	jué	6
5614	焘	dào	4
5615	煦	xù	5
5616	熹	xī	5
5617	戾	lì	3
5618	戽	hù	3
5619	扃	jiōng	4
5620	扈	hù	4
5621	扉	fēi	3
5622	祀	sì	3
5623	祆	xiān	3
5624	祉	zhǐ	3
5625	祛	qū	3
5626	祜	hù	4
5627	祓	fú	3
5628	祚	zuò	3
5629	祢	mí	4
5630	祗	zhī	3
5631	祠	cí	3
5632	祯	zhēn	4
5633	祧	tiāo	3
5634	祺	qí	4
5635	禅	chán	4
5636	禊	xì	5
5637	禚	zhuó	4
5638	禧	xǐ	5
5639	禳	ráng	7
5640	忑	tè	3
5641	忐	tǎn	3
5642	怼	dùi	4
5643	恝	jiá	4
5644	恧		3
5645	恁	nèn	4
5646	恙	yàng	3
5647	恣	zì	4
5648	悫	què	5
5649	愆	qiān	6
5650	愍	mǐn	4
5651	慝	tè	6
5652	憩	qì	4
5653	憝	dùi	6
5654	懋	mào	5
5655	懑	mèn	5
5656	戆	gàng	7
5657	聿	yù	3
5658	沓	dá	3
5659	泶	xué	4
5660	淼	miǎo	4
5661	矶	jī	3
5662	矸	gān	3
5663	砀	dàng	3
5664	砉	huā	3
5665	砗	chē	3
5666	砘	dùn	3
5667	砑	yà	3
5668	斫	zhuó	3
5669	砭	biān	3
5670	砜	fēng	3
5671	砝	fǎ	3
5672	砹	ài	3
5673	砺	lì	4
5674	砻	lóng	3
5675	砟	zhǎ	3
5676	砼	tóng	4
5677	砥	dǐ	3
5678	砬	lá	3
5679	砣	tuó	4
5680	硭	máng	4
5681	硖	xiá	3
5682	硗	qiāo	4
5683	砦	zhài	4
5684	硐	dòng	5
5685	硇	náo	5
5686	硌	gè	4
5687	硪	wò	3
5688	碛	qì	4
5689	碓	dùi	3
5690	碚	bèi	5
5691	碇	dìng	4
5692	碜	chěn	5
5693	碡	zhóu	4
5694	碣	jíe	4
5695	碲	dì	4
5696	碹	xuàn	6
5697	碥	biǎn	2
5698	磔	zhé	5
5699	磙	gǔn	6
5700	磉	sǎng	6
5701	磬	qìng	5
5702	磲	qú	5
5703	礅	dūn	6
5704	磴	dèng	4
5705	礓	jiāng	7
5706	礤	cǎ	5
5707	礞	méng	5
5708	礴	bó	6
5709	龛	kān	5
5710	黻	fú	3
5711	黼	fǔ	3
5712	盱	xū	3
5713	眄	miǎn	3
5714	眍	kōu	4
5715	盹	dǔn	3
5716	眇	miǎo	3
5717	眈	dān	3
5718	眚	shěng	3
5719	眢	yuān	4
5720	眙	chì	4
5721	眭	suī	4
5722	眦	zì	4
5723	眵	chī	4
5724	眸	móu	4
5725	睐	lài	3
5726	睑	jiǎn	4
5727	睇	dì	4
5728	睃	suō	5
5729	睚	yá	5
5730	睨	nì	4
5731	睢	suī	3
5732	睿	ruì	5
5733	瞍	sǒu	4
5734	睽	kuí	4
5735	瞀	mào	4
5736	瞌	kē	4
5737	瞑	míng	6
5738	瞟	piǎo	4
5739	瞠	chēng	5
5740	瞰	kàn	4
5741	瞵	lín	5
5742	瞽	gǔ	3
5743	町	dīng	3
5744	畀	bì	3
5745	畎	quǎn	3
5746	畋	tián	3
5747	畈	fàn	4
5748	畛	zhěn	4
5749	畲	shē	4
5750	畹	wǎn	5
5751	疃	tuǎn	4
5752	罘	fú	3
5753	罡	gāng	3
5754	罟	gǔ	4
5755	詈	lì	3
5756	罨	yǎn	4
5757	罴	pí	4
5758	罱	lǎn	6
5759	罹	lí	4
5760	羁	jī	4
5761	罾	zēng	6
5762	盍	hé	3
5763	盥	guàn	5
5764	蠲	juān	7
5765	钆	gá	3
5766	钇	yǐ	3
5767	钋	pō	3
5768	钊	zhāo	3
5769	钌	liǎo	3
5770	钍	tǔ	3
5771	钏	chuàn	3
5772	钐	shān	3
5773	钔	mén	3
5774	钗	chāi	3
5775	钕	nǚ	3
5776	钚	bù	3
5777	钛	tài	3
5778	钜	jù	3
5779	钣	bǎn	4
5780	钤	qián	3
5781	钫	fāng	3
5782	钪	kàng	4
5783	钬	huǒ	3
5784	钯	bǎ	3
5785	钰	yù	3
5786	钲	zhēng	3
5787	钴	gǔ	4
5788	钶	kē	4
5789	钷	pǒ	4
5790	钸	bū	4
5791	钹	bó	3
5792	钺	yuè	3
5793	钼	mù	3
5794	钽	tǎn	4
5795	钿	diàn	3
5796	铄	shuò	3
5797	铈	shì	4
5798	铉	xuàn	3
5799	铊	tā	4
5800	铋	bì	3
5801	铌	ní	4
5802	铍	pī	3
5803	铎	duó	4
5804	铐	kào	4
5805	铑	lǎo	3
5806	铒	ěr	3
5807	铕	yǒu	2
5808	铗	jiá	3
5809	铙	nào	4
5810	铘	yé	4
5811	铛	dāng	4
5812	铞	diào	4
5813	铟	yīn	4
5814	铠	kǎi	4
5815	铢	zhū	3
5816	铤	tǐng	4
5817	铥	diū	3
5818	铧	huá	5
5819	铨	quán	4
5820	铪	hā	5
5821	铩	shā	4
5822	铫	diào	3
5823	铮	zhēng	3
5824	铯	sè	3
5825	铳	chòng	4
5826	铴	tāng	4
5827	铵	ǎn	4
5828	铷	rú	4
5829	铹	láo	4
5830	铽	tè	4
5831	铿	kēng	5
5832	锃	zèng	4
5833	锂	lǐ	3
5834	锆	gào	4
5835	锇	é	3
5836	锉	cuò	5
5837	锊	luè	4
5838	锍	liǔ	3
5839	锎	kāi	4
5840	锏	jiǎn	4
5841	锒	láng	3
5842	锓	qǐn	5
5843	锔	jū	4
5844	锕		4
5845	锖	qiāng	3
5846	锘	nuò	5
5847	锛	bēn	5
5848	锝	dé	5
5849	锞	kè	3
5850	锟	kūn	4
5851	锢	gù	6
5852	锪	huō	4
5853	锫	péi	4
5854	锩	juǎn	4
5855	锬	tán	4
5856	锲	qiè	5
5857	锴	kǎi	4
5858	锶	sī	4
5859	锷	è	6
5860	锸	chā	4
5861	锼	sōu	4
5862	锾	huán	4
5863	锿	āi	5
5864	镂	lòu	4
5865	锵	qiāng	5
5866	镄	fèi	3
5867	镅	méi	4
5868	镆	mò	5
5869	镉	gé	3
5870	镌	juān	4
5871	镎	ná	6
5872	镏	líu	5
5873	镒	yì	5
5874	镓	jiā	4
5875	镔	bīn	5
5876	镖	biāo	4
5877	镗	tāng	5
5878	镘	màn	5
5879	镙	luó	4
5880	镛	yōng	4
5881	镞	zú	5
5882	镟	xuàn	5
5883	镝	dī	5
5884	镡	chán	5
5885	镢	jué	6
5886	镤	pú	4
5887	镥	lǔ	4
5888	镦	dùi	6
5889	镧	lán	4
5890	镨	pǔ	5
5891	镩	cuān	4
5892	镪	qiāng	5
5893	镫	dēng	4
5894	镬	huò	5
5895	镯	zhuó	5
5896	镱	yì	4
5897	镲	chǎ	4
5898	镳	biāo	4
5899	锺	zhōng	3
5900	矧	shěn	3
5901	矬	cuó	5
5902	雉	zhì	3
5903	秕	bǐ	3
5904	秭	zǐ	3
5905	秣	mò	3
5906	秫	shú	3
5907	稆	lǚ	4
5908	嵇	jī	4
5909	稃	fū	4
5910	稂	láng	3
5911	稞	kē	3
5912	稔	rěn	4
5913	稹	zhěn	5
5914	稷	jì	5
5915	穑	sè	6
5916	黏	nián	4
5917	馥	fù	5
5918	穰	ráng	7
5919	皈	guī	4
5920	皎	jiǎo	4
5921	皓	hào	4
5922	皙	xī	4
5923	皤	pó	4
5924	瓞	dié	3
5925	瓠	hù	5
5926	甬	yǒng	3
5927	鸠	jiū	3
5928	鸢	yuān	3
5929	鸨	bǎo	4
5930	鸩	zhèn	3
5931	鸪	gū	4
5932	鸫	dōng	3
5933	鸬	lú	4
5934	鸲	qú	4
5935	鸱	chī	3
5936	鸶	sī	5
5937	鸸	ér	3
5938	鸷	zhì	4
5939	鸹	guā	3
5940	鸺	xiū	4
5941	鸾	luán	3
5942	鹁	bó	5
5943	鹂	lí	5
5944	鹄	gǔ	4
5945	鹆	yù	3
5946	鹇	xián	4
5947	鹈	tí	4
5948	鹉	wǔ	4
5949	鹋	miáo	4
5950	鹌	ān	4
5951	鹎	bēi	3
5952	鹑	chún	5
5953	鹕	hú	5
5954	鹗	è	6
5955	鹚	cí	5
5956	鹛	méi	4
5957	鹜	wù	4
5958	鹞	yào	4
5959	鹣	jiān	3
5960	鹦	yīng	5
5961	鹧	zhè	5
5962	鹨	liù	5
5963	鹩	liáo	5
5964	鹪	jiāo	4
5965	鹫	jiù	6
5966	鹬	yù	6
5967	鹱	hù	5
5968	鹭	lù	5
5969	鹳	guàn	6
5970	疔	dīng	3
5971	疖	jiē	3
5972	疠	lì	3
5973	疝	shàn	3
5974	疬	lì	4
5975	疣	yóu	3
5976	疳	gān	3
5977	疴	kē	4
5978	疸	dǎn	4
5979	痄	zhà	3
5980	疱	pào	4
5981	痃	xuán	3
5982	痂	jiā	4
5983	痖	yǎ	3
5984	痍	yí	3
5985	痣	zhì	4
5986	痨	lào	4
5987	痦	wù	4
5988	痤	cuó	5
5989	痫	xián	4
5990	痧	shā	4
5991	瘃	zhú	3
5992	痱	fèi	3
5993	痼	gù	6
5994	痿	wěi	4
5995	瘐	yǔ	3
5996	瘀	yū	5
5997	瘅	dān	4
5998	瘌	là	4
5999	瘗	yì	4
6000	瘊	hóu	5
6001	瘥	chài	4
6002	瘘	lòu	4
6003	瘕	jiǎ	5
6004	瘙	sào	4
6005	瘛	chì	5
6006	瘼	mò	5
6007	瘢	bān	4
6008	瘠	jí	4
6009	癀	huáng	3
6010	瘭	biāo	4
6011	瘰	luǒ	4
6012	瘿	yǐng	5
6013	瘵	zhài	4
6014	癃	lóng	6
6015	瘾	yǐn	6
6016	瘳	chōu	5
6017	癍	bān	5
6018	癞	là	5
6019	癔	yì	4
6020	癜	diàn	6
6021	癖	pǐ	5
6022	癫	diān	6
6023	癯	qú	5
6024	翊	yì	3
6025	竦	sǒng	3
6026	穸	xī	3
6027	穹	qióng	3
6028	窀	zhūn	3
6029	窆	biǎn	3
6030	窈	yǎo	4
6031	窕	tiǎo	3
6032	窦	dòu	4
6033	窠	kē	3
6034	窬	yú	5
6035	窨	xūn	3
6036	窭	jù	4
6037	窳	yǔ	4
6038	衩	chǎ	3
6039	衲	nà	3
6040	衽	rèn	3
6041	衿	jīn	3
6042	袂	mèi	3
6043	袢	pàn	3
6044	裆	dāng	4
6045	袷	qiā	5
6046	袼	gē	4
6047	裉	kèn	3
6048	裢	lián	4
6049	裎	chéng	4
6050	裣	liǎn	4
6051	裥	jiǎn	4
6052	裱	biǎo	4
6053	裼	tì	4
6054	裨	bì	3
6055	裾	jū	5
6056	裰	duō	6
6057	褡	dā	6
6058	褙	bèi	4
6059	褓	bǎo	5
6060	褛	lǚ	4
6061	褊	biǎn	2
6062	褴	lán	5
6063	褫	chǐ	4
6064	褶	zhě	4
6065	襁	qiǎng	5
6066	襻	pàn	8
6067	疋	pǐ	3
6068	胥	xū	3
6069	皲	jūn	4
6070	皴	cūn	5
6071	矜	jīn	3
6072	耒	lěi	1
6073	耔	zǐ	3
6074	耖	chào	3
6075	耜	sì	3
6076	耠	huō	5
6077	耢	lào	4
6078	耥	tāng	5
6079	耦	ǒu	3
6080	耧	lóu	4
6081	耩	jiǎng	4
6082	耨	nòu	4
6083	耱	mò	4
6084	耋	dié	3
6085	耵	dīng	3
6086	聃	dān	3
6087	聆	líng	3
6088	聍	níng	4
6089	聒	guō	3
6090	聩	kuì	4
6091	聱	áo	4
6092	覃	qín	4
6093	顸	hān	3
6094	颀	qí	3
6095	颃	háng	4
6096	颉	jíe	4
6097	颌	gé	5
6098	颍	yǐng	4
6099	颏	kē	3
6100	颔	hàn	4
6101	颚	è	6
6102	颛	zhuān	4
6103	颞	niè	5
6104	颟	mān	4
6105	颡	sǎng	6
6106	颢	hào	6
6107	颥	rú	4
6108	颦	pín	4
6109	虔	qián	3
6110	虬	qíu	3
6111	虮	jǐ	3
6112	虿	chài	3
6113	虺	huī	3
6114	虼	gè	4
6115	虻	méng	3
6116	蚨	fú	3
6117	蚍	pí	3
6118	蚋	ruì	3
6119	蚬	xiǎn	3
6120	蚝	háo	3
6121	蚧	jiè	4
6122	蚣	gōng	4
6123	蚪	dǒu	3
6124	蚓	yǐn	3
6125	蚩	chī	3
6126	蚶	hān	3
6127	蛄	gū	4
6128	蛎	lì	4
6129	蚰	yóu	3
6130	蚺	rán	3
6131	蚱	zhà	3
6132	蚯	qiū	3
6133	蛉	líng	3
6134	蛏	chēng	4
6135	蚴	yòu	4
6136	蛩	qióng	4
6137	蛱	jiá	3
6138	蛲	náo	4
6139	蛭	zhì	3
6140	蛳	sī	4
6141	蛐	qū	3
6142	蜓	tíng	4
6143	蛞	kuò	3
6144	蛴	qí	3
6145	蛟	jiāo	4
6146	蛘	yáng	3
6147	蛑	móu	4
6148	蜃	shèn	3
6149	蜇	zhē	4
6150	蛸	shāo	4
6151	蜈	wú	4
6152	蜊	lí	4
6153	蜍	chú	5
6154	蜉	fú	4
6155	蜣	qiāng	3
6156	蜻	qīng	3
6157	蜞	qí	4
6158	蜥	xī	4
6159	蜮	yù	5
6160	蜚	fēi	3
6161	蜾	guǒ	3
6162	蝈	guō	5
6163	蜴	yì	4
6164	蜱	pí	3
6165	蜩	tiáo	5
6166	蜷	quán	4
6167	蜿	wān	5
6168	螂	láng	4
6169	蜢	měng	4
6170	蝽	chūn	4
6171	蝾	róng	4
6172	蝻	nǎn	6
6173	蝠	fú	5
6174	蝰	kuí	5
6175	蝌	kē	4
6176	蝮	fù	5
6177	螋	sōu	4
6178	蝓	yú	5
6179	蝣	yóu	5
6180	蝼	lóu	4
6181	蝤	qíu	4
6182	蝙	biān	2
6183	蝥	máo	4
6184	螓	qín	4
6185	螯	áo	4
6186	螨	mǎn	4
6187	蟒	mǎng	5
6188	蟆	má	5
6189	螈	yuán	5
6190	螅	xī	4
6191	螭	chī	6
6192	螗	táng	5
6193	螃	páng	3
6194	螫	shì	4
6195	蟥	huáng	3
6196	螬	cáo	4
6197	螵	piāo	4
6198	螳	táng	5
6199	蟋	xī	4
6200	蟓	xiàng	3
6201	螽	zhōng	5
6202	蟑	zhāng	4
6203	蟀	shuài	4
6204	蟊	máo	4
6205	蟛	péng	5
6206	蟪	hùi	4
6207	蟠	pán	4
6208	蟮	shàn	5
6209	蠖	huò	5
6210	蠓	měng	5
6211	蟾	chán	6
6212	蠊	lián	4
6213	蠛	miè	5
6214	蠡	lí	4
6215	蠹	dù	5
6216	蠼	qú	6
6217	缶	fǒu	4
6218	罂	yīng	4
6219	罄	qìng	5
6220	罅	xià	4
6221	舐	shì	3
6222	竺	zhú	4
6223	竽	yú	3
6224	笈	jí	3
6225	笃	dǔ	3
6226	笄	jī	3
6227	笕	jiǎn	3
6228	笊	zhào	3
6229	笫	zǐ	3
6230	笏	hù	3
6231	筇	qióng	4
6232	笸	pǒ	4
6233	笙	shēng	3
6234	笮	zé	3
6235	笱	gǒu	4
6236	笠	lì	3
6237	笥	sì	3
6238	笤	tiáo	4
6239	笳	jiā	4
6240	笾	biān	4
6241	笞	chī	4
6242	筘	kòu	4
6243	筚	bì	4
6244	筅	xiǎn	4
6245	筵	yán	4
6246	筌	quán	4
6247	筝	zhēng	3
6248	筠	jūn	5
6249	筮	shì	6
6250	筻	gàng	3
6251	筢	pá	4
6252	筲	shāo	4
6253	筱	xiǎo	4
6254	箐	qìng	3
6255	箦	zé	4
6256	箧	qiè	4
6257	箸	zhù	4
6258	箬	ruò	5
6259	箝	qián	4
6260	箨	tuò	5
6261	箅	bì	4
6262	箪	dān	4
6263	箜	kōng	4
6264	箢	yuān	5
6265	箫	xiāo	3
6266	箴	zhēn	5
6267	篑	kuì	4
6268	篁	huáng	4
6269	篌	hóu	5
6270	篝	gōu	4
6271	篚	fěi	4
6272	篥	lì	4
6273	篦	bì	6
6274	篪	chí	4
6275	簌	sù	4
6276	篾	miè	4
6277	篼	dōu	6
6278	簏	lù	3
6279	簖	duàn	4
6280	簟	diàn	5
6281	簪	zān	5
6282	簦	dēng	4
6283	簸	bǒ	5
6284	籁	lài	5
6285	籀	zhòu	6
6286	臾	yú	1
6287	舁	yú	3
6288	舂	chōng	3
6289	舄	xì	4
6290	臬	niè	3
6291	衄		3
6292	舡	chuán	3
6293	舢	shān	3
6294	舣	yǐ	3
6295	舭	bǐ	3
6296	舯	zhōng	3
6297	舨	bǎn	4
6298	舫	fǎng	3
6299	舸	gě	4
6300	舻	lú	4
6301	舳	zhú	3
6302	舴	zé	3
6303	舾	xī	3
6304	艄	shāo	4
6305	艉	wěi	4
6306	艋	měng	4
6307	艏	shǒu	4
6308	艚	cáo	4
6309	艟	chōng	4
6310	艨	méng	5
6311	衾	qīn	3
6312	袅	niǎo	3
6313	袈	jiā	4
6314	裘	qíu	3
6315	裟	shā	4
6316	襞	bì	5
6317	羝	dī	3
6318	羟	qiǎng	4
6319	羧	suō	5
6320	羯	jíe	4
6321	羰	tāng	5
6322	羲	xī	3
6323	籼	xiān	3
6324	敉	mǐ	3
6325	粑	bā	3
6326	粝	lì	4
6327	粜	tiào	4
6328	粞	xī	3
6329	粢	cí	4
6330	粲	càn	5
6331	粼	lín	5
6332	粽	zòng	4
6333	糁	sǎn	5
6334	糇	hóu	5
6335	糌	zān	5
6336	糍	cí	5
6337	糈	xǔ	4
6338	糅	róu	4
6339	糗	qiǔ	4
6340	糨	jiàng	5
6341	艮	gěn	1
6342	暨	jì	5
6343	羿	yì	3
6344	翎	líng	3
6345	翕	xī	5
6346	翥	zhù	4
6347	翡	fěi	3
6348	翦	jiǎn	5
6349	翩	piān	2
6350	翮	hé	3
6351	翳	yì	5
6352	絷	zhí	4
6353	綦	qí	4
6354	綮	qǐ	4
6355	繇	yáo	4
6356	纛	dào	6
6357	麸	fū	3
6358	赳	jiū	3
6359	趄	jū	3
6360	趔	liè	4
6361	趑	zī	4
6362	趱	zǎn	7
6363	赧	nǎn	3
6364	赭	zhě	4
6365	豇	jiāng	3
6366	豉	chǐ	3
6367	酊	dīng	3
6368	酐	gān	3
6369	酎	zhòu	3
6370	酏	yǐ	3
6371	酤	gū	4
6372	酢	cù	3
6373	酡	tuó	4
6374	酰	xiān	4
6375	酩	mǐng	4
6376	酯	zhǐ	4
6377	酽	yàn	3
6378	酾	shī	5
6379	酲	chéng	4
6380	酹	lèi	4
6381	醌	kūn	4
6382	醅	pēi	4
6383	醐	hú	5
6384	醍	tí	3
6385	醑	xǔ	4
6386	醢	hǎi	5
6387	醣	táng	5
6388	醪	láo	5
6389	醭	bú	4
6390	醮	jiào	4
6391	醯	xī	4
6392	醵	jù	4
6393	醴	lǐ	4
6394	醺	xūn	4
6395	豕	shǐ	1
6396	鹾	cuó	4
6397	趸	dǔn	3
6398	跫	qióng	4
6399	踅	xué	4
6400	蹙	cù	5
6401	蹩	bié	4
6402	趵	bào	3
6403	趿	tā	3
6404	趼	jiǎn	3
6405	趺	fū	3
6406	跄	qiāng	4
6407	跗	fū	4
6408	跚	shān	3
6409	跞	lì	3
6410	跎	tuó	4
6411	跏	jiā	4
6412	跛	bǒ	3
6413	跆	tái	4
6414	跬	kuǐ	4
6415	跷	qiāo	4
6416	跸	bì	4
6417	跣	xiǎn	4
6418	跹	xiān	4
6419	跻	jī	3
6420	跤	jiāo	4
6421	踉	liáng	3
6422	跽	jì	4
6423	踔	chuō	5
6424	踝	huái	3
6425	踟	chí	4
6426	踬	zhì	5
6427	踮	diǎn	5
6428	踣	bó	4
6429	踺	jiàn	4
6430	蹀	dié	4
6431	踹	chuài	4
6432	踵	zhǒng	3
6433	踽	jǔ	3
6434	踱	duó	5
6435	蹉	cuō	4
6436	蹁	pián	2
6437	蹂	róu	4
6438	蹑	niè	5
6439	蹒	pán	4
6440	蹊	qī	5
6441	蹰	chú	5
